"Campaign Id","Campaign Name",Channel,Status,"Campaign Type","Message Type","Split Id",Sender,"Subject line or Title",Entered,"Sent Date","Published Time",Published,Sent,"Sent %",Delivered,"Delivered %","Amplified Delivery","Total Opened/Read","Unique Opened","Unique Opened %","Total Clicked","Unique Clicked","Unique Clicked %",Conversions,"Conversion %","Unique Conversions",Revenue,"Not Sent","Not Sent %",Unsubscribed,"Unsubscribed %",Bounce,"Bounce %",Abuse,"Abuse %",Forward,Tags,"List Names","List IDs","Segment Names","Segment IDs","UDT Names","UDT IDs","Msg Size","App Name",OS,"All Users","Rich Type","Total AMP Opened","Unique AMP Opened ","Total HTML Opened","Unique HTML Opened","Total AMP Clicked","Unique AMP Clicked","Total HTML Clicked","Unique HTML Clicked","Total AMP Submission","Unique AMP Submission"
33397,"un cb 75","App Push",Sent,Regular,NA,0,NA,"₹75 is waiting for You! 💸","2023-04-03 12:24:12",,"2023-04-03 13:03:00",11125,11125,100,2955,26.56,0,NA,NA,NA,23,23,0.21,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,,"UN CB 75 ONE",16775,,,,,,MyTeam11-Android,Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33383,"PS IPL GOLDEN TICKET OFFER 03 APRIL","App Push",Suspended,Regular,NA,0,NA,"One More Golden Chance 🎟","2023-04-03 10:07:08",,"2023-04-03 12:03:00",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Golden Ticket","All Contact",,,,,,,"MyTeam11 PlayStore",Android,Yes,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33384,"UF IPL GOLDEN TICKET OFFER 03 APRIL","App Push",Suspended,Regular,NA,0,NA,"One More Golden Chance 🎟","2023-04-03 10:07:21",,"2023-04-03 12:03:00",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"T20 carniwal offer","All Contact",,,,,,,MyTeam11-iOS,iOS,Yes,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33384,"UF IPL GOLDEN TICKET OFFER 03 APRIL","App Push",Suspended,Regular,NA,0,NA,"One More Golden Chance 🎟","2023-04-03 10:07:21",,"2023-04-03 12:03:00",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"T20 carniwal offer","All Contact",,,,,,,MyTeam11-Android,Android,Yes,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33385,"UF IPL GOLDEN TICKET OFFER 03 APRIL","App Push",Sent,Regular,NA,0,NA,"One More Golden Chance 🎟","2023-04-03 11:08:59",,"2023-04-03 12:03:00",51478,51478,100,10129,19.68,8,NA,NA,NA,29,29,0.06,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"T20 carniwal offer","All Contact",,,,,,,MyTeam11-iOS,iOS,Yes,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33385,"UF IPL GOLDEN TICKET OFFER 03 APRIL","App Push",Sent,Regular,NA,0,NA,"One More Golden Chance 🎟","2023-04-03 11:08:59",,"2023-04-03 12:03:00",346606,346606,100,116328,33.56,4451,NA,NA,NA,849,845,0.24,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"T20 carniwal offer","All Contact",,,,,,,MyTeam11-Android,Android,Yes,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33386,"PS IPL GOLDEN TICKET OFFER 03 APRIL","App Push",Sent,Regular,NA,0,NA,"One More Golden Chance 🎟","2023-04-03 11:09:04",,"2023-04-03 12:03:00",782145,782145,100,308590,39.45,4757,NA,NA,NA,4463,4461,0.57,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Golden Ticket","All Contact",,,,,,,"MyTeam11 PlayStore",Android,Yes,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33381,"UF GENERIC AND 25PER DIS IN LB 03 APRIL","App Push",Sent,Regular,NA,0,NA,"Tap to use DRS (Discount Review System)","2023-04-03 09:36:14",,"2023-04-03 11:03:00",51472,51472,100,10770,20.92,3,NA,NA,NA,40,40,0.08,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,IPL,"All Contact",,,,,,,MyTeam11-iOS,iOS,Yes,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33381,"UF GENERIC AND 25PER DIS IN LB 03 APRIL","App Push",Sent,Regular,NA,0,NA,"Tap to use DRS (Discount Review System)","2023-04-03 09:36:14",,"2023-04-03 11:03:00",347090,347090,100,124045,35.74,1928,NA,NA,NA,1133,1131,0.33,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,IPL,"All Contact",,,,,,,MyTeam11-Android,Android,Yes,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33382,"PS GENERIC AND 25PER DIS IN LB 03 APRIL","App Push",Sent,Regular,NA,0,NA,"Tap to use DRS (Discount Review System)","2023-04-03 09:36:24",,"2023-04-03 11:03:00",789571,789571,100,331265,41.96,3814,NA,NA,NA,6391,6384,0.81,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,IPL,"All Contact",,,,,,,"MyTeam11 PlayStore",Android,Yes,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19676,"EMAIL PERSONALIZED ADD CASH OFFER MEDIUM&LESS ACTIVE USERS 3 APRIL",Email,Sent,Regular,NA,0,"MyTeam11 <fantasysports@delivery.myteam11.com>","Indian T20 Bonanza💰 Grab ₹13,000+ Cash Bonus NOW!","2023-04-03 10:22:35","2023-04-03 10:55:45","2023-04-03 10:53:44",216931,216931,100,215539,99.36,NA,803,678,0.31,114,68,0.03,0,0,0,0,0,0,7,0,1392,0.64,0,0,0,"ADD CASH OFFER","PERSONALIZED ADD CASH OFFER DATA P1_P2_1680421158,PERSONALIZED ADD CASH OFFER DATA P1_P3_1680421158,PERSONALIZED ADD CASH OFFER DATA P2_P2_1680421177,PERSONALIZED ADD CASH OFFER DATA P2_P3_1680421178,PERSONALIZED ADD CASH OFFER DATA P3_P2_1680421191,PERSONALIZED ADD CASH OFFER DATA P3_P3_1680421192,PERSONALIZED ADD CASH OFFER DATA P4_P2_1680421197,PERSONALIZED ADD CASH OFFER DATA P4_P3_1680421197","16741,16744,16746,16749,16751,16754,16756,16759",,,,,8,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33380,"2nd Innings IPL UNFD","App Push",Sent,Regular,NA,0,NA,"Boost your winnings💰","2023-04-02 20:51:27",,"2023-04-02 21:11:46",51117,51117,100,10515,20.57,10,NA,NA,NA,89,86,0.17,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"lineups out","All Contact",,,,,,,MyTeam11-iOS,iOS,Yes,Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33380,"2nd Innings IPL UNFD","App Push",Sent,Regular,NA,0,NA,"Boost your winnings💰","2023-04-02 20:51:27",,"2023-04-02 21:11:46",346618,346618,100,130072,37.53,4015,NA,NA,NA,782,778,0.22,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"lineups out","All Contact",,,,,,,MyTeam11-Android,Android,Yes,Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33379,"IPL Lineups PS","App Push",Sent,Regular,NA,0,NA,"🏏Indian T20 League | Lineups Out","2023-04-02 18:18:22",,"2023-04-02 19:06:15",751975,751975,100,364743,48.5,9171,NA,NA,NA,7680,7674,1.02,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"lineups out","All Contact",,,,,,,"MyTeam11 PlayStore",Android,Yes,Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33378,"IPL lineup UNFD","App Push",Sent,Regular,NA,0,NA,"🏏Indian T20 League | Lineups Out","2023-04-02 18:18:14",,"2023-04-02 19:06:12",50841,50841,100,10944,21.53,32,NA,NA,NA,111,110,0.22,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"lineups out","All Contact",,,,,,,MyTeam11-iOS,iOS,Yes,Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33378,"IPL lineup UNFD","App Push",Sent,Regular,NA,0,NA,"🏏Indian T20 League | Lineups Out","2023-04-02 18:18:14",,"2023-04-02 19:06:12",346340,346340,100,140528,40.58,6241,NA,NA,NA,1460,1457,0.42,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"lineups out","All Contact",,,,,,,MyTeam11-Android,Android,Yes,Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33376,"UF FREE ENTRY IN H2H 02 APRIL","App Push",Sent,Regular,NA,0,NA,"Action Shuru Karein? 🏏","2023-04-02 16:41:49",,"2023-04-02 18:03:00",99,99,100,25,25.25,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,IPL,"29 Dec CR Team,H2H UF FREE ENTRY 02 APRIL","13351,16730",,,,,,MyTeam11-iOS,iOS,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33376,"UF FREE ENTRY IN H2H 02 APRIL","App Push",Sent,Regular,NA,0,NA,"Action Shuru Karein? 🏏","2023-04-02 16:41:49",,"2023-04-02 18:03:00",105,105,100,34,32.38,1,NA,NA,NA,1,1,0.95,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,IPL,"29 Dec CR Team,H2H UF FREE ENTRY 02 APRIL","13351,16730",,,,,,MyTeam11-Android,Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33377,"PS FREE ENTRY IN H2H 02 APRIL","App Push",Sent,Regular,NA,0,NA,"Action Shuru Karein? 🏏","2023-04-02 16:41:56",,"2023-04-02 18:03:00",8503,8503,100,4938,58.07,53,NA,NA,NA,64,64,0.75,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,IPL,"29 Dec CR Team,H2H PS FREE ENTRY 02 APRIL","13351,16731",,,,,,"MyTeam11 PlayStore",Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33375,"IPL lineup 2nd innings UNFD","App Push",Sent,Regular,NA,0,NA,"More Winnings Loading 🟩🟩🟩⬜⬜","2023-04-02 16:12:36",,"2023-04-02 17:05:48",50544,50544,100,10307,20.39,20,NA,NA,NA,91,90,0.18,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"lineups out","All Contact",,,,,,,MyTeam11-iOS,iOS,Yes,Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33375,"IPL lineup 2nd innings UNFD","App Push",Sent,Regular,NA,0,NA,"More Winnings Loading 🟩🟩🟩⬜⬜","2023-04-02 16:12:36",,"2023-04-02 17:05:48",346060,346060,100,128467,37.12,4559,NA,NA,NA,778,777,0.22,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"lineups out","All Contact",,,,,,,MyTeam11-Android,Android,Yes,Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33367,"UF FREE ENTRY IN H2H 02 APRIL","App Push",Suspended,Regular,NA,0,NA,"Action Shuru Karein? 🏏","2023-04-02 12:09:19",,"2023-04-02 17:03:00",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,IPL,"29 Dec CR Team,H2H UF FREE ENTRY 02 APRIL","13351,16730",,,,,,MyTeam11-iOS,iOS,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33367,"UF FREE ENTRY IN H2H 02 APRIL","App Push",Suspended,Regular,NA,0,NA,"Action Shuru Karein? 🏏","2023-04-02 12:09:19",,"2023-04-02 17:03:00",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,IPL,"29 Dec CR Team,H2H UF FREE ENTRY 02 APRIL","13351,16730",,,,,,MyTeam11-Android,Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33368,"PS FREE ENTRY IN H2H 02 APRIL","App Push",Suspended,Regular,NA,0,NA,"Action Shuru Karein? 🏏","2023-04-02 12:09:28",,"2023-04-02 17:03:00",0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,IPL,"29 Dec CR Team,H2H PS FREE ENTRY 02 APRIL","13351,16731",,,,,,"MyTeam11 PlayStore",Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19675,"EMAIL PERSONALIZED ADD CASH OFFER HIGH ACTIVE USERS 2 APRIL",Email,Sent,Regular,NA,0,"MyTeam11 <fantasysports@delivery.myteam11.com>","Indian T20 Bonanza💰 Grab ₹13,000+ Cash Bonus NOW!","2023-04-02 16:39:01","2023-04-02 16:48:41","2023-04-02 16:47:33",133626,133626,100,132887,99.45,NA,1497,1392,1.04,72,58,0.04,2,0,2,29,0,0,8,0.01,739,0.55,0,0,0,"ADD CASH OFFER","PERSONALIZED ADD CASH OFFER DATA P1_P1_1680421158,PERSONALIZED ADD CASH OFFER DATA P2_P1_1680421177,PERSONALIZED ADD CASH OFFER DATA P3_P1_1680421191,PERSONALIZED ADD CASH OFFER DATA P4_P1_1680421197","16740,16745,16750,16755",,,,,8,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19674,"EMAIL PERSONALIZED ADD CASH OFFER TOP ACTIVE USERS 2 APRIL",Email,Sent,Regular,NA,0,"MyTeam11 <fantasysports@delivery.myteam11.com>","Indian T20 Bonanza💰 Grab ₹13,000+ Cash Bonus NOW!","2023-04-02 15:38:55","2023-04-02 16:14:36","2023-04-02 16:11:53",395796,395796,100,394284,99.62,NA,19167,17798,4.5,454,357,0.09,35,0.01,25,800,0,0,93,0.02,1512,0.38,0,0,0,"ADD CASH OFFER","PERSONALIZED ADD CASH OFFER DATA P1_P0_1680421158,PERSONALIZED ADD CASH OFFER DATA P2_P0_1680421177,PERSONALIZED ADD CASH OFFER DATA P3_P0_1680421191,PERSONALIZED ADD CASH OFFER DATA P4_P0_1680421197","16743,16748,16753,16758",,,,,8,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33374,"IPL Lineups PS","App Push",Sent,Regular,NA,0,NA,"🏏Indian T20 League | Lineups Out","2023-04-02 14:26:47",,"2023-04-02 15:06:28",733229,733229,100,345134,47.07,9981,NA,NA,NA,8528,8522,1.16,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"lineups out","All Contact",,,,,,,"MyTeam11 PlayStore",Android,Yes,Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33373,"IPL lineup UNFD","App Push",Sent,Regular,NA,0,NA,"🏏Indian T20 League | Lineups Out","2023-04-02 14:26:38",,"2023-04-02 15:06:25",50109,50109,100,10074,20.1,36,NA,NA,NA,108,105,0.21,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"lineups out","All Contact",,,,,,,MyTeam11-iOS,iOS,Yes,Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33373,"IPL lineup UNFD","App Push",Sent,Regular,NA,0,NA,"🏏Indian T20 League | Lineups Out","2023-04-02 14:26:38",,"2023-04-02 15:06:25",345739,345739,100,135435,39.17,5571,NA,NA,NA,1623,1616,0.47,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"lineups out","All Contact",,,,,,,MyTeam11-Android,Android,Yes,Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33371,"UF PERSONALIZED ADD CASH OFFER 02 APRIL","App Push",Sent,Regular,NA,0,NA,"Everyone Loves Extras!","2023-04-02 13:10:16",,"2023-04-02 14:02:00",21708,21708,100,8492,39.12,13,NA,NA,NA,39,37,0.17,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Offer,"PERSONALIZED ADD CASH OFFER DATA P1,PERSONALIZED ADD CASH OFFER DATA P2,PERSONALIZED ADD CASH OFFER DATA P3,PERSONALIZED ADD CASH OFFER DATA P4","16734,16735,16736,16737",,,,,,MyTeam11-iOS,iOS,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33371,"UF PERSONALIZED ADD CASH OFFER 02 APRIL","App Push",Sent,Regular,NA,0,NA,"Everyone Loves Extras!","2023-04-02 13:10:16",,"2023-04-02 14:02:00",274776,274776,100,110683,40.28,4770,NA,NA,NA,1051,1046,0.38,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Offer,"PERSONALIZED ADD CASH OFFER DATA P1,PERSONALIZED ADD CASH OFFER DATA P2,PERSONALIZED ADD CASH OFFER DATA P3,PERSONALIZED ADD CASH OFFER DATA P4","16734,16735,16736,16737",,,,,,MyTeam11-Android,Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33372,"PS PERSONALIZED ADD CASH OFFER 02 APRIL","App Push",Sent,Regular,NA,0,NA,"Everyone Loves Extras!","2023-04-02 13:25:30",,"2023-04-02 14:02:00",569444,569444,100,270287,47.47,6032,NA,NA,NA,4842,4834,0.85,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Offer,"PERSONALIZED ADD CASH OFFER DATA P1,PERSONALIZED ADD CASH OFFER DATA P2,PERSONALIZED ADD CASH OFFER DATA P3,PERSONALIZED ADD CASH OFFER DATA P4","16734,16735,16736,16737",,,,,,"MyTeam11 PlayStore",Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33370,"RSA vs NED  ODI PS","App Push",Sent,Regular,NA,0,NA,"🏏RSA 🆚 NED | Lineups Out","2023-04-02 12:11:07",,"2023-04-02 13:04:39",721716,721716,100,301350,41.75,3191,NA,NA,NA,6108,6106,0.85,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"lineups out","All Contact",,,,,,,"MyTeam11 PlayStore",Android,Yes,Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33369,"RSA vs NED  ODI UNFD","App Push",Sent,Regular,NA,0,NA,"🏏RSA 🆚 NED | Lineups Out","2023-04-02 12:10:58",,"2023-04-02 13:04:36",49806,49806,100,9424,18.92,7,NA,NA,NA,70,69,0.14,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"lineups out","All Contact",,,,,,,MyTeam11-iOS,iOS,Yes,Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33369,"RSA vs NED  ODI UNFD","App Push",Sent,Regular,NA,0,NA,"🏏RSA 🆚 NED | Lineups Out","2023-04-02 12:10:58",,"2023-04-02 13:04:36",345423,345423,100,122237,35.39,3702,NA,NA,NA,1278,1275,0.37,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"lineups out","All Contact",,,,,,,MyTeam11-Android,Android,Yes,Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19673,"GENERIC IPL DOUBLE HEADER EMAIL 180 DAYS OPENER 2APR",Email,Sent,Regular,NA,0,"MyTeam11 <fantasysports@delivery.myteam11.com>","Sunday Double Header🏏 Join Now & Win in Crores","2023-04-02 12:17:20","2023-04-02 12:20:55","2023-04-02 12:18:33",333927,333927,100,331373,99.24,NA,3180,3049,0.91,72,61,0.02,0,0,0,0,0,0,23,0.01,2554,0.76,0,0,0,"Cricket,generic,T20",,,"180 Days Opener 2 APRIL",1260,,,9,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19672,"GENERIC IPL DOUBLE HEADER EMAIL 30 DAYS OPENER 2APR",Email,Sent,Regular,NA,0,"MyTeam11 <fantasysports@delivery.myteam11.com>","Sunday Double Header🏏 Join Now & Win in Crores","2023-04-02 11:06:18","2023-04-02 11:27:22","2023-04-02 11:25:35",253357,253357,100,252642,99.72,NA,44130,40973,16.17,354,257,0.1,0,0,0,0,0,0,127,0.05,715,0.28,0,0,0,"Cricket,generic,T20",,,"30 Days Opener 2 April",1257,,,9,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19671,"GENERIC IPL DOUBLE HEADER EMAIL 16JAN-1APR ACTIVE USERS 2APRIL",Email,Sent,Regular,NA,0,"MyTeam11 <fantasysports@delivery.myteam11.com>","Sunday Double Header🏏 Join Now & Win in Crores","2023-04-02 10:58:28","2023-04-02 11:06:08","2023-04-02 11:03:33",206951,206951,100,205597,99.35,NA,5564,5130,2.48,180,141,0.07,0,0,0,0,0,0,32,0.02,1354,0.65,0,0,0,"Cricket,generic,T20",,,"Active user 16 Jan to 2 APRIL",1291,,,9,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33365,"UF GENERIC AND 50PER DIS IN LB 2 APRIL","App Push",Sent,Regular,NA,0,NA,"Take Lead in the Leaderboard 🧗‍♂️","2023-04-02 10:24:19",,"2023-04-02 11:02:00",49552,49552,100,9741,19.66,0,NA,NA,NA,42,42,0.08,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,IPL,"All Contact",,,,,,,MyTeam11-iOS,iOS,Yes,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33365,"UF GENERIC AND 50PER DIS IN LB 2 APRIL","App Push",Sent,Regular,NA,0,NA,"Take Lead in the Leaderboard 🧗‍♂️","2023-04-02 10:24:19",,"2023-04-02 11:02:00",345071,345071,100,128901,37.35,965,NA,NA,NA,783,779,0.23,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,IPL,"All Contact",,,,,,,MyTeam11-Android,Android,Yes,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
